,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income,label
1161,38,4,258339,8,11,2,8,0,4,1,0,0,70,20,0,4
1162,36,6,269509,11,9,0,12,1,4,1,0,0,35,39,0,4
1163,27,7,301302,10,16,3,13,1,4,1,0,0,20,0,0,4
1164,50,4,369367,11,9,0,1,4,4,0,0,0,40,39,0,3
1165,46,4,224582,15,10,4,7,1,4,0,0,0,52,39,0,4
1166,41,2,343591,9,13,5,10,4,4,0,0,0,10,39,0,3
1167,45,0,53540,1,7,0,0,4,2,0,0,0,16,39,0,2
1168,46,4,153536,2,8,2,3,0,4,1,0,0,40,39,0,1
1169,65,0,91262,11,9,2,0,0,1,1,0,0,48,39,1,2
1170,44,4,238574,14,15,2,10,0,4,1,0,0,50,39,1,4
1171,35,4,247558,15,10,0,13,1,4,1,0,0,50,39,0,4
1172,44,6,188278,7,12,0,4,4,2,0,0,0,45,39,0,1
1173,51,4,194995,11,9,2,12,0,4,1,0,0,50,39,0,1
1174,74,2,168782,5,4,6,8,1,4,0,0,0,35,39,0,1
1175,32,4,287229,11,9,4,1,1,4,0,0,0,35,39,0,4
1176,22,4,202153,15,10,4,1,3,4,0,0,0,30,39,0,1
1177,58,0,230586,0,6,6,0,4,2,0,0,0,40,39,0,4
1178,47,4,115358,11,9,0,4,4,2,0,0,0,40,39,0,2
1179,32,4,78283,2,8,4,14,4,1,1,0,0,40,39,0,2
1180,64,1,168854,15,10,6,4,1,4,0,0,0,25,39,0,1
1181,44,4,222011,12,14,0,10,4,4,0,0,0,25,39,1,4
1182,59,4,157749,9,13,6,4,4,4,1,0,3004,40,39,1,1
1183,34,4,203814,11,9,2,8,5,4,0,0,0,35,39,0,1
1184,54,4,74660,9,13,0,10,4,4,1,0,0,40,2,1,2
1185,33,4,292603,15,10,0,8,1,2,0,0,0,30,6,0,4
1186,44,4,172364,3,2,2,14,5,4,0,3908,0,60,39,0,1
1187,31,4,305619,15,10,2,1,0,4,1,0,0,40,39,1,4
1188,30,7,157990,11,9,2,1,0,4,1,0,0,40,39,0,1
1189,18,4,120243,1,7,4,6,3,4,1,0,0,17,39,0,2
1190,56,6,296991,14,15,2,10,0,4,1,0,0,55,9,1,4
1191,24,4,174845,11,9,4,1,1,4,0,0,0,40,39,0,1
1192,23,4,180475,15,10,4,4,1,4,1,0,0,40,39,0,1
1193,51,4,152652,1,7,0,7,1,4,1,0,0,40,39,0,1
1194,24,4,172941,9,13,4,10,4,2,1,0,0,20,39,0,1
1195,39,1,450770,11,9,4,6,4,2,1,0,0,40,39,0,3
1196,49,6,166003,11,9,2,8,0,4,1,0,0,40,39,0,1
1197,22,0,204935,11,9,4,0,3,4,1,0,0,40,39,0,1
1198,42,7,60949,12,14,4,10,1,4,1,0,0,45,39,0,2
1199,51,2,181132,12,14,5,10,1,4,1,0,0,39,39,1,1
1200,20,4,408988,15,10,4,12,3,4,0,594,0,24,39,0,3
1201,49,4,169515,0,6,4,7,1,2,0,0,0,40,39,0,1
1202,31,4,250087,14,15,2,10,0,4,1,0,0,50,39,1,4
1203,41,4,208613,15,10,4,12,1,4,1,0,0,40,39,0,1
1204,35,4,225172,11,9,2,4,0,4,1,0,0,60,39,1,4
1205,20,0,125905,15,10,4,0,3,4,1,0,0,30,39,0,2
1206,35,4,165007,8,11,2,3,0,4,1,4386,0,42,39,1,1
1207,46,4,165346,12,14,0,4,4,4,0,0,0,8,39,0,1
1208,35,4,37655,11,9,0,7,4,4,0,0,0,60,39,0,2
1209,21,4,172047,15,10,4,13,3,4,1,0,0,20,39,0,1
1210,45,4,178530,2,8,0,3,1,4,1,0,0,40,39,0,1
1211,37,2,347491,7,12,2,3,0,4,1,0,0,40,39,1,3
1212,45,5,208049,7,12,0,4,1,4,0,0,1590,40,39,0,1
1213,18,4,111019,0,6,4,8,3,4,1,0,0,24,39,0,2
1214,53,6,163826,15,10,2,10,0,4,1,0,0,45,39,1,1
1215,24,2,117023,9,13,4,10,3,4,0,0,0,40,39,0,2
1216,35,4,281982,11,9,2,1,0,4,1,0,0,40,39,0,4
1217,28,4,150025,11,9,2,8,0,4,1,0,0,40,33,0,1
1218,50,4,176215,11,9,2,12,0,4,1,7688,0,56,39,1,1
1219,38,4,166062,11,9,0,1,1,4,0,0,0,50,39,0,1
1220,34,2,28568,11,9,0,3,4,4,1,0,0,40,39,0,2
1221,53,4,53833,15,10,2,14,0,4,1,0,0,32,39,1,2
1222,46,4,219967,7,12,2,12,0,4,1,15024,0,45,39,1,4
1223,50,4,309017,15,10,0,12,4,4,1,0,0,45,39,0,4
1224,45,4,353083,15,10,5,8,4,4,0,0,0,40,39,0,3
1225,29,4,257992,8,11,4,12,3,2,1,0,0,23,39,0,4
1226,41,4,283174,9,13,2,3,0,4,1,99999,0,40,39,1,4
1227,43,6,185413,9,13,2,4,0,4,1,0,1977,50,39,1,1
1228,29,4,207513,15,10,2,3,0,4,1,0,0,56,39,0,1
1229,53,4,56213,15,10,2,4,0,4,1,0,0,45,39,1,2
1230,24,4,100961,11,9,4,8,1,4,0,0,0,40,39,0,2
1231,35,4,51700,11,9,2,14,0,4,1,0,0,40,39,0,2
1232,25,4,199224,15,10,4,6,3,4,1,0,0,30,39,0,1
1233,43,2,70055,8,11,2,11,0,4,1,0,0,56,39,0,2
1234,38,4,183683,0,6,3,8,1,4,1,0,0,45,39,0,1
1235,64,4,45868,5,4,5,9,1,3,0,0,0,35,26,0,2
1236,37,4,94706,9,13,4,10,3,0,1,27828,0,40,39,1,2
1237,48,4,322183,11,9,2,6,0,4,1,0,0,35,39,1,3
1238,27,6,226976,11,9,2,10,0,4,1,0,0,50,39,1,4
1239,45,4,262678,9,13,2,12,0,4,1,0,0,40,39,0,4
1240,41,4,135056,12,14,6,10,1,4,0,10520,0,38,39,1,1
1241,33,0,148380,9,13,2,0,5,4,0,3103,0,60,39,1,1
1242,42,4,270710,6,5,0,8,4,4,0,0,0,40,39,0,4
1243,29,4,166220,9,13,4,12,3,4,0,0,0,50,39,0,1
1244,29,4,229803,11,9,3,14,1,2,1,0,0,49,14,0,4
1245,71,5,172652,9,13,2,10,0,4,1,0,0,30,39,0,1
1246,29,1,204796,0,6,5,4,1,4,0,0,0,40,39,0,1
1247,23,7,186634,9,13,4,1,1,4,1,0,0,16,39,0,1
1248,28,4,106672,9,13,4,12,3,4,1,0,0,2,39,0,2
1249,55,4,135339,9,13,2,10,0,1,1,0,0,40,3,1,1
1250,47,7,287547,9,13,2,10,5,4,0,0,0,40,39,0,4
1251,21,0,197583,15,10,4,0,3,4,0,0,0,40,39,0,1
1252,33,4,159737,11,9,5,6,4,2,0,0,0,40,39,0,1
1253,35,2,252217,2,8,2,5,0,4,1,0,0,40,39,0,4
1254,42,5,202466,9,13,2,1,5,4,0,0,0,45,39,1,1
1255,33,4,123031,11,9,3,1,4,0,1,0,0,40,39,0,2
1256,30,4,226296,12,14,4,4,1,4,1,0,0,40,39,0,4
1257,37,4,232036,15,10,2,3,0,4,1,0,0,40,39,0,4
1258,19,0,233779,11,9,4,0,3,4,1,0,0,25,39,0,4
1259,21,0,152328,15,10,4,0,3,4,1,0,0,40,39,0,1
1260,46,6,481987,15,10,2,10,0,4,1,0,0,35,39,0,3
1261,42,4,107563,11,9,2,14,0,4,1,0,0,40,39,1,2
1262,28,4,184806,12,14,4,4,1,4,1,0,0,58,39,0,1
1263,36,4,188850,11,9,2,1,0,4,1,0,0,40,39,1,1
1264,39,4,127573,11,9,4,1,1,4,0,0,0,40,39,0,1
1265,27,4,72443,11,9,4,13,1,4,1,0,0,40,39,0,2
1266,57,4,142080,11,9,2,1,5,2,0,0,0,38,39,1,1
1267,50,4,143353,11,9,0,9,4,2,0,0,0,12,39,0,1
1268,63,4,172433,15,10,2,4,0,4,1,0,1887,40,39,1,1
1269,44,4,67874,15,10,0,12,4,4,1,0,625,50,39,0,2
1270,38,4,415578,0,6,2,3,0,4,1,0,0,40,39,1,3
1271,30,6,370498,15,10,4,12,1,4,1,0,0,40,39,0,3
1272,20,4,140513,15,10,4,1,3,2,0,0,0,25,39,0,1
1273,44,6,193882,14,15,2,10,0,4,1,0,0,50,39,1,1
1274,24,4,289909,11,9,4,7,1,4,1,0,0,40,39,0,4
1275,26,4,284078,15,10,4,14,1,4,1,2354,0,40,39,0,4
1276,42,6,83953,15,10,2,5,0,4,1,0,0,70,39,0,2
1277,54,4,167380,11,9,2,3,0,4,1,0,0,40,39,1,1
1278,45,7,112761,15,10,0,1,1,4,0,0,0,45,39,0,2
1279,37,4,420040,3,2,2,5,0,4,1,0,0,40,26,0,3
1280,30,1,42900,9,13,4,10,1,4,1,0,0,40,39,0,2
1281,36,4,32086,15,10,2,3,0,4,1,7298,0,40,39,1,2
1282,19,4,291181,6,5,4,8,3,4,0,0,0,50,26,0,4
1283,22,4,71009,7,12,4,1,1,1,0,0,0,40,30,0,2
1284,65,1,200764,11,9,6,1,1,4,0,0,0,40,39,0,1
1285,52,0,133336,0,6,0,0,1,4,1,0,0,25,39,0,1
1286,36,6,166193,11,9,2,12,0,4,1,0,0,30,39,0,1
1287,22,4,240229,11,9,4,1,3,4,0,0,0,40,39,0,4
1288,28,4,334032,8,11,2,3,0,4,1,0,0,50,39,0,3
1289,30,7,184901,9,13,2,4,0,4,1,0,0,40,39,1,1
1290,47,4,132912,15,10,2,4,0,4,1,0,0,55,39,1,1
1291,29,4,217290,15,10,4,4,1,4,0,0,0,40,39,0,4
1292,36,4,184655,11,9,2,7,0,4,1,0,0,40,39,0,1
1293,30,4,242739,9,13,0,12,3,4,0,0,0,40,39,0,4
1294,52,4,279344,12,14,2,4,5,4,0,15024,0,60,39,1,4
1295,62,4,166691,11,9,0,4,4,4,0,0,0,40,39,0,1
1296,42,4,154374,12,14,2,3,0,4,1,0,0,55,39,1,1
1297,33,4,31740,11,9,2,14,0,4,1,0,0,40,39,0,2
1298,17,4,129396,1,7,4,12,2,4,0,0,0,26,39,0,1
1299,54,4,195015,11,9,4,1,1,4,0,0,0,40,39,0,1
1300,41,4,187431,11,9,4,7,1,2,1,0,0,40,39,0,1
1301,45,7,259087,12,14,0,10,1,4,0,0,0,45,39,0,4
1302,37,7,62428,15,10,4,10,4,2,0,0,0,15,39,0,2
1303,21,4,77572,11,9,4,6,1,1,0,0,0,34,35,0,2
1304,29,4,245402,9,13,0,13,1,4,0,0,0,40,39,0,4
1305,18,7,201117,11,9,4,1,3,4,1,0,0,40,39,0,1
1306,18,0,36779,1,7,4,0,3,4,0,0,0,20,39,0,2
1307,62,4,177028,11,9,2,11,0,2,1,0,0,40,39,0,1
1308,19,4,106306,15,10,4,3,3,4,0,0,0,20,39,0,2
1309,62,4,101582,5,4,6,7,4,4,0,0,0,35,39,0,2
1310,58,2,158357,9,13,0,10,1,4,0,0,0,40,39,0,1
1311,34,4,377850,15,10,2,1,0,4,1,0,0,50,39,0,3
1312,62,4,207443,1,7,4,7,2,4,1,0,0,50,39,0,1
1313,23,4,130959,15,10,2,1,0,4,1,0,0,12,39,0,1
1314,37,4,112497,9,13,3,4,4,4,1,4934,0,50,39,1,2
1315,42,4,190545,7,12,4,1,1,4,1,0,0,46,39,0,1
1316,21,4,114292,1,7,4,8,4,4,1,0,0,40,39,0,2
1317,41,4,75171,9,13,0,4,4,4,0,0,0,40,39,0,2
1318,27,4,312939,1,7,4,6,3,4,1,0,0,40,39,0,3
1319,37,4,52870,9,13,2,4,0,4,1,0,0,40,39,0,2
1320,40,4,174947,11,9,2,7,0,4,1,0,0,45,39,1,1
1321,62,2,106069,5,4,2,3,0,4,1,0,0,40,39,0,2
1322,29,4,298696,15,10,4,8,1,4,0,0,0,40,39,0,4
1323,33,4,392812,12,14,2,4,0,4,1,0,1977,50,39,1,3
1324,53,4,117932,11,9,0,7,1,4,0,0,0,40,39,0,2
1325,64,4,135527,8,11,0,13,1,4,0,0,0,40,39,0,1
1326,60,4,135158,15,10,2,3,0,4,1,15024,0,48,39,1,1
1327,47,4,54260,1,7,4,6,3,4,1,0,0,40,39,0,2
1328,45,7,28171,12,14,2,4,0,4,1,0,0,40,39,0,2
1329,33,4,150324,8,11,2,13,0,4,1,0,0,40,39,0,1
1330,29,4,109494,9,13,2,10,0,4,1,5178,0,45,39,1,2
1331,57,4,204209,5,4,2,3,0,4,1,3103,0,40,39,1,1
1332,19,4,328167,11,9,4,8,3,4,1,0,0,35,39,0,3
1333,26,4,157617,9,13,4,10,3,4,1,0,0,40,0,0,1
1334,63,5,180955,4,3,2,12,0,4,1,0,0,25,39,0,1
1335,42,4,478373,7,12,0,10,1,4,0,0,0,40,39,0,3
1336,38,6,245090,9,13,2,13,0,4,1,0,0,50,39,1,4
1337,34,4,209900,0,6,4,5,1,4,1,0,0,40,39,0,1
1338,20,0,228649,15,10,4,0,3,4,1,0,0,30,39,0,4
1339,35,4,190297,5,4,2,3,0,4,1,0,0,40,39,0,1
1340,38,4,44780,9,13,2,12,5,4,0,0,0,8,39,1,2
1341,52,7,32372,15,10,2,10,0,4,1,0,0,40,39,0,2
1342,32,4,137184,15,10,2,3,0,4,1,0,0,40,39,0,1
1343,67,4,366425,10,16,0,4,1,4,1,99999,0,60,39,1,3
1344,26,4,160307,12,14,4,10,1,4,0,0,2001,40,39,0,1
1345,58,4,170480,12,14,2,4,0,4,1,0,0,60,39,1,1
1346,48,4,224393,8,11,2,1,0,4,1,0,0,40,39,1,4
1347,25,4,173212,9,13,4,10,3,4,1,0,0,40,39,0,1
1348,25,4,86646,9,13,4,10,1,4,1,4865,0,48,39,0,2
1349,25,4,108683,15,10,4,6,4,4,1,0,0,50,39,0,2
1350,18,4,70021,11,9,4,6,3,4,1,0,0,12,39,0,2
1351,36,4,192939,11,9,2,12,0,4,1,0,0,60,39,0,1
1352,45,6,144086,1,7,2,3,0,4,1,0,0,50,39,0,1
1353,34,4,97614,11,9,4,3,1,4,1,0,0,40,39,0,2
1354,68,5,260198,9,13,2,12,0,4,1,0,0,40,39,1,4
1355,37,4,486194,15,10,4,4,1,4,1,0,0,50,13,0,3
1356,21,4,112225,15,10,4,4,3,1,1,0,0,15,39,0,2
1357,49,4,164200,15,10,2,10,0,4,1,0,0,40,39,0,1
1358,39,2,52401,12,14,4,10,1,4,0,0,0,50,39,0,2
1359,41,4,195821,10,16,2,4,5,4,0,0,1902,40,39,1,1
1360,35,4,108140,12,14,2,4,0,4,1,0,0,50,39,1,2
1361,29,2,187981,15,10,2,8,0,4,1,0,0,40,39,0,1
1362,29,0,108126,6,5,5,0,3,4,0,0,0,40,39,0,2
1363,54,2,168212,9,13,2,10,0,4,1,7688,0,40,39,1,1
1364,32,6,198613,9,13,4,12,1,4,1,0,0,45,0,1,1
1365,18,4,52098,1,7,4,8,3,4,1,0,0,30,39,0,2
1366,30,4,509364,15,10,2,1,3,4,1,0,0,40,39,1,0
1367,66,0,128614,0,6,2,0,0,4,1,0,0,15,39,1,1
1368,23,2,238384,11,9,4,1,3,4,0,0,0,40,39,0,4
1369,36,4,317434,11,9,2,7,0,4,1,0,0,50,39,0,3
1370,34,4,158688,15,10,2,10,0,4,1,0,0,45,39,0,1
1371,39,6,267412,8,11,2,5,0,4,1,0,0,60,39,0,4
1372,26,2,391074,0,6,4,6,3,2,1,0,0,40,39,0,3
1373,78,4,135692,15,10,2,3,0,4,1,0,0,40,39,0,1
1374,28,4,78529,15,10,4,4,1,4,0,0,0,40,39,0,2
1375,51,4,117700,15,10,2,1,5,4,0,0,0,40,39,0,2
1376,33,2,83413,15,10,2,11,0,4,1,0,0,50,39,1,2
1377,44,0,210875,1,7,0,0,1,2,0,0,0,40,39,0,1
1378,34,4,108023,9,13,2,10,0,4,1,0,0,40,39,1,2
1379,33,6,103435,14,15,2,10,0,4,1,7688,0,50,39,1,2
1380,28,4,632733,12,14,2,12,0,4,1,0,0,60,39,1,0
1381,55,4,266019,6,5,2,6,0,2,1,0,0,4,39,0,4
1382,30,4,41210,8,11,4,7,1,4,1,0,0,45,39,0,2
1383,45,4,125892,11,9,3,3,1,4,1,0,0,40,31,0,2
1384,46,4,135339,8,11,2,3,0,2,1,0,0,40,39,1,1
1385,17,4,272372,1,7,4,1,3,4,0,0,0,7,39,0,4
1386,40,4,291300,1,7,2,7,0,4,1,0,0,40,33,0,4
1387,44,2,157473,12,14,0,10,1,4,0,0,0,50,39,1,1
1388,56,4,329948,11,9,2,12,0,4,1,0,0,40,39,0,3
1389,69,5,264722,7,12,2,12,0,4,1,0,0,40,39,1,4
1390,41,4,132853,3,2,2,14,0,4,1,0,0,40,26,0,1
1391,47,2,216586,1,7,0,8,1,2,1,0,0,40,39,0,4
1392,33,4,504725,1,7,2,14,0,4,1,3464,0,40,26,0,0
1393,25,7,150083,9,13,4,10,1,4,1,0,0,20,39,0,1
1394,42,4,188789,5,4,6,6,1,4,0,0,0,35,39,0,1
1395,65,0,101427,9,13,2,0,0,4,1,2653,0,30,39,0,2
1396,24,4,103277,8,11,4,10,3,4,0,0,0,40,39,0,2
1397,48,1,191013,9,13,6,10,4,0,0,0,0,40,39,0,1
1398,82,5,220667,5,4,6,4,1,4,0,0,0,40,39,0,4
1399,36,4,188800,11,9,2,12,0,4,1,0,0,40,39,1,1
1400,34,4,24361,14,15,4,10,1,4,0,10520,0,40,39,1,2
1401,28,4,82910,11,9,2,14,0,4,1,0,0,40,39,0,2
1402,65,4,105586,15,10,2,4,0,1,1,20051,0,40,39,1,2
1403,66,6,240294,15,10,2,14,0,2,1,0,0,60,39,0,4
1404,40,4,21755,15,10,4,3,2,0,1,0,0,30,39,0,2
1405,66,4,73522,15,10,2,12,0,4,1,0,0,40,0,0,2
1406,37,4,222450,4,3,2,7,0,4,1,0,0,40,8,0,4
1407,34,4,35595,9,13,2,12,0,4,1,0,0,40,39,0,2
1408,41,6,239061,12,14,6,10,1,4,0,0,0,20,39,0,4
1409,43,4,122473,12,14,2,4,5,2,0,0,1977,50,39,1,2
1410,20,4,190290,11,9,4,14,1,4,1,0,0,45,2,0,1
1411,59,4,193375,12,14,2,10,5,4,0,0,0,10,39,0,1
1412,48,4,148576,11,9,2,7,0,4,1,0,0,40,39,1,1
1413,45,7,72896,8,11,2,10,0,4,1,0,0,40,39,1,2
1414,28,4,180299,11,9,2,3,0,4,1,0,0,48,39,0,1
1415,43,4,221550,9,13,5,1,4,4,0,0,0,35,39,0,4
1416,18,4,183011,15,10,4,8,3,2,0,0,0,15,14,0,1
1417,34,0,370209,11,9,0,0,1,4,1,0,0,40,39,0,3
1418,55,5,298449,10,16,2,10,0,4,1,0,2179,60,39,0,4
1419,21,2,300812,11,9,4,8,3,4,1,0,0,40,39,0,4
1420,47,4,173938,9,13,2,3,0,4,1,0,0,40,39,0,1
1421,45,4,282172,7,12,4,4,1,4,0,0,0,40,39,0,4
1422,61,4,87300,11,9,0,8,1,4,0,0,0,40,39,0,2
1423,23,4,64520,0,6,4,3,1,4,1,0,0,40,39,0,2
1424,44,7,119567,12,14,5,10,4,4,0,0,0,40,39,0,2
1425,45,4,117310,11,9,2,4,5,4,0,0,0,50,39,1,2
1426,35,7,28738,9,13,4,1,1,4,0,4101,0,40,39,0,2
1427,17,0,99695,0,6,4,0,3,4,0,0,0,15,39,0,2
1428,49,4,366089,9,13,2,4,0,4,1,0,0,50,39,1,3
1429,40,4,234397,9,13,2,11,0,2,1,0,0,40,39,1,4
1430,28,6,132686,12,14,4,10,1,4,1,0,0,40,39,0,1
1431,33,5,196963,15,10,4,4,1,4,0,0,0,60,39,0,1
1432,31,7,46492,8,11,4,3,3,4,1,0,0,40,39,0,2
1433,38,2,274245,7,12,4,10,1,4,1,0,0,40,39,0,4
1434,62,4,360032,0,6,0,12,1,4,0,0,0,35,39,0,3
1435,40,4,144778,11,9,4,6,1,4,1,0,0,40,39,0,1
1436,61,4,142245,11,9,0,1,1,4,0,0,0,40,39,0,1
1437,42,1,178074,12,14,2,1,5,4,0,0,1902,40,39,1,1
1438,19,0,218171,15,10,4,0,3,1,1,0,0,2,35,0,4
1439,32,2,130242,9,13,2,10,0,4,1,0,0,45,39,0,1
1440,52,4,98980,11,9,0,14,1,4,1,0,0,40,39,0,2
1441,34,4,284629,11,9,2,10,0,4,1,0,0,40,39,0,4
1442,37,4,114591,7,12,4,4,1,4,0,0,0,50,39,1,2
1443,30,4,134639,9,13,4,4,1,4,1,8614,0,45,39,1,1
1444,27,4,134890,8,11,2,3,0,4,1,0,0,40,39,0,1
1445,25,4,199545,11,9,4,12,1,4,0,0,0,35,39,0,1
1446,32,4,227282,15,10,2,14,0,4,1,0,0,50,39,0,4
1447,47,5,308241,9,13,0,4,4,4,0,0,0,60,39,1,4
1448,43,4,214781,15,10,4,1,4,4,1,0,0,38,39,1,4
1449,50,2,173630,12,14,2,10,0,4,1,0,0,36,39,1,1
1450,42,1,348059,7,12,5,10,4,4,0,0,0,40,39,1,3
1451,31,4,208785,1,7,4,3,1,4,1,0,0,30,39,0,1
1452,43,4,151809,11,9,2,14,0,4,1,0,0,30,39,0,1
1453,37,4,71592,11,9,4,8,2,1,0,0,0,17,39,0,2
1454,58,4,132704,9,13,0,1,1,4,1,3325,0,40,39,0,1
1455,32,4,250583,15,10,0,12,1,4,0,0,0,38,39,0,4
1456,35,4,114765,12,14,4,10,1,4,0,0,0,38,39,1,2
1457,40,6,194924,15,10,2,5,0,4,1,0,0,60,39,0,1
1458,39,6,73471,11,9,2,8,0,4,1,0,1573,45,39,0,2
1459,51,4,250423,12,14,2,12,0,4,1,0,0,55,39,1,4
1460,42,4,145441,11,9,2,4,0,4,1,0,0,50,39,1,1
1461,27,4,86681,15,10,0,12,1,4,0,0,0,40,39,0,2
1462,69,4,188643,11,9,6,1,1,4,0,0,1429,30,39,0,1
1463,74,4,68326,8,11,6,9,1,4,0,0,0,40,39,0,2
1464,36,4,382859,7,12,2,4,0,4,1,0,0,43,39,1,3
1465,23,0,211968,15,10,4,0,3,4,0,0,0,23,20,0,1
1466,48,2,132368,4,3,2,14,0,4,1,0,0,40,39,0,1
1467,38,4,196123,15,10,2,10,0,4,1,0,0,40,39,0,1
1468,68,4,178066,6,5,2,3,0,4,1,1797,0,24,39,0,1
1469,40,7,105936,14,15,4,10,3,4,0,0,0,40,39,0,2
1470,23,4,306639,6,5,2,7,0,4,1,0,0,40,39,0,4
1471,48,4,26502,11,9,0,4,1,4,1,0,0,40,39,0,2
1472,47,2,204698,12,14,2,10,0,4,1,0,0,40,39,0,1
1473,55,4,118057,11,9,6,3,4,4,1,0,0,51,39,0,2
1474,22,7,199266,15,10,4,1,1,4,0,0,0,17,39,0,1
1475,49,4,248145,11,9,2,3,2,4,1,0,0,40,27,0,4
1476,51,4,239284,11,9,6,12,1,4,0,0,0,40,39,0,4
1477,42,5,188738,9,13,2,4,0,4,1,7688,0,40,39,1,1
1478,31,4,209101,9,13,2,4,0,4,1,0,0,50,39,1,1
1479,67,2,197816,11,9,2,10,0,4,1,0,0,24,39,0,1
1480,27,0,60726,9,13,4,0,1,2,1,0,0,45,39,0,2
1481,59,6,211678,12,14,2,14,0,4,1,0,0,15,39,0,1
1482,66,4,304957,11,9,6,9,4,4,0,0,0,25,39,0,4
1483,28,4,278552,8,11,4,4,1,4,1,0,0,60,39,1,4
1484,33,6,79303,15,10,2,5,0,4,1,0,0,50,39,0,2
1485,44,2,64632,9,13,4,10,1,4,1,0,0,55,39,0,2
1486,39,4,560313,12,14,2,10,0,2,1,0,0,45,39,1,0
1487,39,2,174597,9,13,2,3,0,4,1,0,0,42,39,0,1
1488,46,4,139946,11,9,0,4,4,4,0,0,0,38,39,1,1
1489,19,4,277695,13,1,4,5,1,4,1,0,0,36,26,0,4
1490,44,6,138471,15,10,2,3,0,4,1,0,0,50,39,0,1
1491,24,4,320615,11,9,4,12,3,4,1,0,2205,40,39,0,3
1492,48,4,164954,11,9,4,8,3,2,0,0,0,42,39,0,1
1493,27,4,263728,11,9,2,6,0,4,1,3137,0,50,39,0,4
1494,44,4,103980,15,10,0,10,3,4,1,3325,0,35,39,0,2
1495,30,4,159442,11,9,4,1,1,4,0,0,0,35,21,0,1
1496,32,1,113838,9,13,2,10,0,4,1,0,0,40,39,1,2
1497,49,4,28171,12,14,2,11,0,4,1,15024,0,78,39,1,2
1498,37,6,227253,13,1,2,12,0,4,1,0,0,30,26,0,4
1499,24,4,211129,9,13,4,4,2,4,0,0,0,60,39,1,1
1500,19,4,120003,15,10,4,1,3,4,0,0,0,20,39,0,2
1501,20,4,245182,15,10,4,1,3,4,0,0,0,10,39,0,4
1502,25,4,188767,7,12,4,4,1,4,1,0,0,45,39,0,1
1503,29,4,227890,15,10,0,7,1,2,1,0,0,40,39,0,4
1504,43,4,131650,15,10,2,4,0,4,1,0,0,40,39,1,1
1505,35,2,258725,7,12,2,13,0,4,1,0,0,40,39,0,4
1506,47,2,127678,15,10,2,11,0,4,1,0,0,48,39,1,1
1507,53,4,110747,11,9,2,3,0,4,1,0,0,40,39,0,2
1508,27,4,409246,11,9,2,5,0,4,1,0,0,40,39,1,3
1509,32,4,128829,11,9,4,1,4,4,0,0,0,40,39,0,1
1510,36,4,170031,11,9,2,3,0,4,1,0,0,40,39,0,1
1511,55,6,150917,5,4,2,12,0,4,1,0,0,80,39,0,1
1512,41,4,197372,0,6,2,14,0,4,1,0,0,70,39,0,1
1513,49,6,43479,10,16,0,10,4,4,1,0,0,63,2,1,2
1514,36,4,166549,11,9,2,3,0,4,1,0,0,40,39,0,1
1515,62,4,119684,9,13,2,12,0,4,1,2829,0,28,39,0,2
1516,44,4,651702,11,9,2,3,0,4,1,0,0,72,39,0,0
1517,69,6,199829,9,13,2,4,0,4,1,0,1258,40,39,0,1
1518,22,4,86745,15,10,4,1,3,1,0,0,0,40,30,0,2
1519,36,4,644278,11,9,2,3,0,4,1,0,0,25,39,0,0
1520,58,4,31137,11,9,2,12,0,4,1,3464,0,60,39,0,2
1521,32,4,104525,11,9,2,3,0,4,1,2407,0,40,39,0,2
1522,19,0,91278,15,10,4,0,3,4,1,0,0,25,39,0,2
1523,27,4,111361,15,10,0,12,4,4,0,0,0,35,39,0,2
1524,19,0,291692,15,10,4,0,3,4,1,0,0,28,39,0,4
1525,35,4,228881,11,9,4,3,2,3,1,0,0,40,33,0,4
1526,58,4,152731,9,13,2,12,0,4,1,0,0,40,39,1,1
1527,18,4,178310,15,10,4,1,3,4,0,0,0,20,39,0,1
1528,48,6,116360,8,11,0,13,2,2,0,0,0,10,39,0,2
1529,22,4,535852,0,6,4,7,1,4,1,0,0,40,26,0,0
1530,39,4,30828,11,9,0,6,1,4,1,0,0,40,39,0,2
1531,47,6,39518,9,13,2,12,0,4,1,0,0,60,39,0,2
1532,23,4,445758,4,3,4,6,4,4,1,0,0,40,26,0,3
1533,40,4,222504,8,11,4,10,3,4,0,0,0,36,39,0,4
1534,35,4,357619,8,11,2,1,5,4,0,0,0,40,11,0,3
1535,20,0,121389,15,10,4,0,3,4,1,0,0,32,39,0,2
1536,41,4,228847,15,10,2,12,0,4,1,0,0,40,39,1,4
1537,27,4,118598,11,9,4,7,4,2,0,0,0,35,39,0,2
1538,58,4,49893,12,14,2,4,0,4,1,0,0,50,39,1,2
1539,38,4,452353,15,10,0,1,4,4,0,0,0,40,39,0,3
1540,40,7,285000,9,13,0,1,4,2,0,0,0,40,39,0,4
1541,29,4,263300,11,9,5,9,4,2,0,0,0,55,39,0,4
1542,28,7,132675,8,11,4,4,1,2,0,0,0,40,11,0,1
1543,35,4,175232,15,10,4,1,1,4,1,0,0,40,39,0,1
1544,18,4,257421,2,8,4,7,3,2,0,0,0,40,39,0,4
1545,29,4,196227,9,13,4,10,1,4,0,0,0,40,39,0,1
